id,title,organization,description,eligibility,funding_amount,deadline,category,location,source,source_url,opportunity_number,opportunity_type,posted_date,document_urls,scraped_at,created_at
0488b6e9-d7f9-4fee-94a4-74be2b44c462,Senior Wellness Pilot Program Grant,NJ DHS - DoAS,"Division: DoAS; Type: RFP; Notify Date: April 17, 2026","Type (check to confirm eligibility):  
 ________ Nonprofit bidder  
 ________  Municipal governmental entity    
 ________ County governmental entity","$250,000",,General,New Jersey,New Jersey DHS,https://www.nj.gov/humanservices/notices/documents/rfprfi/SeniorWellnessGrant25CleanUpdated.pdf,,rfp,,https://www.nj.gov/humanservices/notices/documents/rfprfi/SeniorWellnessGrant25CleanUpdated.pdf,2026-04-26 09:24:28.918167,2026-04-26 09:24:28.918167
049adb4a-0bf3-4676-9df6-db0862b3ab5d,EJ Community Impact Grant Program Round 13,Dept of Environ Conservation,"EJ CIG Round 13; Contact: Raymond Loftfield (ejgrants@dec.ny.gov); Service Areas: Environmental Supports; Contract Length: 36 Month(s); Anticipated Award: Tuesday, September 01, 2026; Questions Due: Wednesday, June 17, 2026; Bidder's Conference: April 29th, 2026; Status: Available","Not-For-Profit, Tribal Organization","$7,000,000.000",2026-07-01 15:00:00,Environment,New York,NY Grants Gateway,https://dec.ny.gov,EJCIG R13,grant,2026-04-15 09:38:00,https://dec.ny.gov,2026-04-26 09:31:13.906265,2026-04-26 09:30:21.08242
0514a74c-ec86-4464-bcd5-d43ffa43086e,OPD Contract Investigator,State of Montana,Type: RFP/RFQ; Status: Canceled; Contact: Brett Schandelson (Brett.Schandelson@mt.gov),,,2099-09-10 00:00:00,General,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CD7qMCu6OdFZr605hdivZJEJD%2Fd5xGVxZ6kK8VfIdOjrg5sew1d5lnm2KcDwUt%2BSh4sw9Ct9uKwx1Pca3RfUTDFD9uNJBMOucQ%2B1VW7zWO5nU7MG9e9qus2p%2FxIgKVowgmWPUHaabzT6GWJK9R5CEi%2FRr%2FdbAo1RpA%3D%3D&tmstmp=1777194693294,OPD-RFP/RFQ-2019-0006,rfp,2018-09-10 00:00:00,https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:16:44.636149,2026-04-26 09:16:44.636149
051a459b-e760-414a-af44-d0b0ef437070,Psp Mcsap Utility Package For 2026 Ford F350,Pennsylvania State Police,"The Pennsylvania State Police (PSP), Bureau of Patrol (BOP), Motor Carrier Safety Assistance Program (MCSAP) is issuing this Invitation for Bid (IFB) for specified equipment for 2026 Ford F350 4X4 SD Crew Cab units with 160"" wheelbase and 6.75' bed length.
Questions must be submitted in writing to RA-SPPSPBIDS@PA.GOV no later than May 4, 2026 at 11:00 a.m.
All bids must be submitted through the PA supplier portal at www.pasupplierportal.state.pa.us
The Reciprocal Limitations Requirements Act form (GSPUR-89) and Worker Protection and Investment form (BOP-2201) provided must be completed by an authorized vendor representative and uploaded with bid submission.
ONLY ELECTRONIC BID RESPONSES WILL BE ACCEPTED FOR SUBMISSION.  All bidders are responsible for monitoring the DGS eMarketplace website to view any change notices for this IFB.  The change notices shall become incorporated as part of this bid.  In order to submit a bid response, vendors must be registered.  To register, obtain a vendor number, and to allow for submission of an online bid, please visit www.pasupplierportal.state.pa.us",Open to any vendor registered on the PA Supplier Portal / PA eMarketplace. See solicitation documents for any solicitation-specific qualifications.,"$10,000.00",2026-05-11 11:00:00,General,Pennsylvania,Pennsylvania eMarketplace,https://www.emarketplace.state.pa.us/Solicitations.aspx?SID=6100065870,6100065870,bid,2026-04-27 00:00:00,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065870/Solicitation_0.pdf&OriginalFileName=6100065870 Bid Specifications.pdf https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065870/Solicitation_1.pdf&OriginalFileName=GSPUR-89 Reciprocal_Limitations_Act_Reqirements.pdf https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065870/Solicitation_2.pdf&OriginalFileName=BOP-2201 Worker Protectionand Investment Form.pdf https://www.emarketplace.state.pa.us/FileDownload.aspx?file=6100065870/Solicitation_3.pdf&OriginalFileName=6100065870 Terms and Conditions.pdf,2026-04-26 09:52:27.977083,2026-04-26 09:52:27.977083
0552baf3-cada-4c25-a802-3d0a4483d582,Acoustic Microphone/Recorders for Forestry 156807,Natural Resources,"Responses to 003000000087280 can be emailed to asimonton@dnr.in.gov OR faxed to (317) 972-3275 OR mailed to: Amber Simonton IN Dept of Natural Resources 402 W. Washington St. W265 Indianapolis, IN 46204. This bid is NOT eligible for electronic submission through the supplier portal. A completed bid package MUST be submitted by the due date/time. The bid package is available for download through the Bid Documents link in the Event Name column. ***All questions need to be emailed to asimonton@dnr.in.gov by 4/22/26 11:00 am To allow for sufficient processing time in compliance with Indiana State Law, all quoted prices offered to the State under this Solicitation Event must be valid for thirty (30) calendar days after the Response Due Date (aka Finish Time) listed above. Please send bid and any questions or concerns to asimonton@dnr.in.gov Acoustic Microphone/Recorders To continue the study of the state forest bird and wildlife surveys. — Contact: Simonton,Amber-300","YOUR RESPONSE MUST BE RECEIVED BY:  May 01, 2026      11:00 AM _____",See solicitation documents for estimated value,2026-05-01 11:00:00,Research,Indiana,Indiana IDOA Procurement,https://www.in.gov/idoa/proc/solicitations/files/003000000087280.zip,003000000087280,rfp,,https://www.in.gov/idoa/proc/solicitations/files/003000000087280.zip https://www.in.gov/idoa/proc/solicitations/files/003000000087280.zip#Specification sheet for Acoustic Recorder.docx https://www.in.gov/idoa/proc/solicitations/files/003000000087280.zip#003000000087280.pdf,2026-04-26 08:48:34.716174,2026-04-26 08:48:34.716174
060ae73b-8903-4125-b50a-6cead93635e7,OPD Contract Attorney,State of Montana,Type: RFP/RFQ; Status: Awarded; Contact: Jennifer Kueffler (Jennifer.Kueffler@mt.gov),"Required to View Event 
Prerequisites
  Required to Enter Bid 
29 November 2021
 1.Please review the attached document.  Should you be approved as an OPD contractor, this document will 
become your MOU.
 2. Please review the documents linked below.",,2099-01-01 00:00:00,General,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CFuL4bWSvfPtB33yyoP%2FL3e%2FurlM02AlsNE9tQRNuWFoxZUjPF6kW4ytBgkwOIFZr3vU2xiiNyu0veRbj3BXm8FIpVRmVeZccjlFkCnSM1%2FAIM194RkaxHKpBmUegHgAi5P3xE3%2FrW7NvD0HUZFlo%2FMDPRlQt1Mskw%3D%3D&tmstmp=1777194693298,OPD-RFP/RFQ-2022-0128,rfp,2021-11-17 00:00:00,https://solutions-selectsite-documents.s3.amazonaws.com/Sourcingevent/1042294-event.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEOH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCW%2BTLxWOi3VaXl1ILwHOSTLT7eL0pDA0iit4IUd5BDigIhAORRGiCHvFcG4KV%2FRz34hHC92D3yB%2BVPJuBaPPAMbQq7KsEFCKn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjgwMjYyNzQ0NjI4IgwwCDC5ZJxDbGFATKkqlQXG%2BxQc4X4IuVJxaRncoHX9mfDU74uZwnMoN6Kl%2Bz%2Fv3mV2OCE6S157sJwyWfQoLJMQ3gItSktj3tuLXKh5OHFA6UfNow1jZJeZqrl8b%2FDzlH10UXdWI706%2Fe9SA5Md1%2BS9mJ0o6KwNdln6N0kLdO0VpwPNysDB0gasJrBIpJmfkepglMlXcpC%2FXgRqA9Asqlt%2BsiS9mfWnzkkxsBUFusJUGKPDSLaUK52cdE5BpjdlNk7X%2B%2FimFQ9F6d%2BQ3mpZIBYno9c4KOLc7u8qIYibk4hb6g7G2Q7ijQ6bK%2FrgNsmB3uK6SlyM8UPLFuWeOQ7ZIENz5Z5pyZYLcUBxpKKtS0nyBF4CPcMfiTA02eO8fw8Hz8iszSXKlMJKRiy501%2Bvz5hGkKxXRIBCuSUqW43tzbEZhZWj13kNn1tr5CdmuQuq0pKuI%2B2HOewz7IgWMVOyS3ZdXDSCdBixXC5EbUPi2zJFL76WlChPpvTdgIFexUdWXhmpnfx4w%2Bjqh%2FsbpYdYjF85gIJ%2BosNrAVwPRy%2BegMel6f09um96QNLJG89VIx90Zu4E%2BItubXU3PHcvt4F0o4FrKoCzhJG5uSOeW0ER1ihcnI6uijIz9aW6xi6g1ikGqwTiEDDt9ejZofH5Tw34X%2BzCTAOTGk0goncvbJ1idXxfQ6Y7Rv3%2FJHXE4TiIwG1oHDQz4THR32ohqIl%2BHmbYSk%2FrK8hq%2B0yZ5Is0l1PJxeCRvMqVrUvDYTisrZcbZXCL4%2BqlopHU4Z0eVxKLENyeZNqAUtaX2NO9zJLO7O3NjmlPukCwj3aMEigQhVZrdLoAuG6Bbv9yR0rsYds5nw8cYQt0o1yuaEAdfKboA9K8f5OB67OzPsTHpbcPFjHQvGCnCCNYB61WMIWUt88GOrAB0r157EWIpLNyaOx2esw8eTz5mrRKFLK9EVMz1%2Bf8Zh6ZNR6zt8UARA%2B8EFcB3%2BFicJ2OTSEMDtpaBjimWTIX5jTKzzavbAry9bx6Djqn4l7ksALh82SL8Xe4guFbsr3YYBnQsHOn8hKoFc7P%2BZAIS968a2A%2B%2F5RF0xc10iD%2FmbAawWtio5MoqWSKPjqAFKeYQxfa%2BEJIO%2FwvA7%2FcMj%2FcbsuSAMLum610tyR1cqkvkUA%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260426T091133Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Credential=ASIAUCQHWDI2L5DTEYSZ%2F20260426%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=af5a25736b2688c77c546bee1eb935b2d2283dcd806447fe7471ea0ddf85b8c1 https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:19:36.585005,2026-04-26 09:19:36.585005
06d41df3-2e64-4708-b1c6-4e81e8a3f816,OPD Contract Attorney,State of Montana,Type: RFP/RFQ; Status: Awarded; Contact: Brett Schandelson (Brett.Schandelson@mt.gov),"Required to View Event 
Prerequisites
  Required to Enter Bid 
 1.Please review the attached document.  Should you be approved as an OPD contractor, this document will 
become your MOU.
 2.Please review the documents linked below.",,2099-10-10 00:00:00,General,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CPaEynb1VnBJbr%2FchvovkB0u%2Bgq168cvktlIZnVRwI8gTMdYrc0jQeRNBjaW4IaIidg6b%2BuoSLlwJUnuxjh4Ssvyu%2FtdE0VsktKE0oroZ8xRyx2SeNjS9SHvtHB5XOs0z5h2Bqy0Zn%2FIRJcuMiqX0H2wtGcpP2XD2Q%3D%3D&tmstmp=1777194693287,OPD-RFP/RFQ-2019-0021,rfp,2018-10-10 00:00:00,https://solutions-selectsite-documents.s3.amazonaws.com/Sourcingevent/662729-event.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEOH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCW%2BTLxWOi3VaXl1ILwHOSTLT7eL0pDA0iit4IUd5BDigIhAORRGiCHvFcG4KV%2FRz34hHC92D3yB%2BVPJuBaPPAMbQq7KsEFCKn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjgwMjYyNzQ0NjI4IgwwCDC5ZJxDbGFATKkqlQXG%2BxQc4X4IuVJxaRncoHX9mfDU74uZwnMoN6Kl%2Bz%2Fv3mV2OCE6S157sJwyWfQoLJMQ3gItSktj3tuLXKh5OHFA6UfNow1jZJeZqrl8b%2FDzlH10UXdWI706%2Fe9SA5Md1%2BS9mJ0o6KwNdln6N0kLdO0VpwPNysDB0gasJrBIpJmfkepglMlXcpC%2FXgRqA9Asqlt%2BsiS9mfWnzkkxsBUFusJUGKPDSLaUK52cdE5BpjdlNk7X%2B%2FimFQ9F6d%2BQ3mpZIBYno9c4KOLc7u8qIYibk4hb6g7G2Q7ijQ6bK%2FrgNsmB3uK6SlyM8UPLFuWeOQ7ZIENz5Z5pyZYLcUBxpKKtS0nyBF4CPcMfiTA02eO8fw8Hz8iszSXKlMJKRiy501%2Bvz5hGkKxXRIBCuSUqW43tzbEZhZWj13kNn1tr5CdmuQuq0pKuI%2B2HOewz7IgWMVOyS3ZdXDSCdBixXC5EbUPi2zJFL76WlChPpvTdgIFexUdWXhmpnfx4w%2Bjqh%2FsbpYdYjF85gIJ%2BosNrAVwPRy%2BegMel6f09um96QNLJG89VIx90Zu4E%2BItubXU3PHcvt4F0o4FrKoCzhJG5uSOeW0ER1ihcnI6uijIz9aW6xi6g1ikGqwTiEDDt9ejZofH5Tw34X%2BzCTAOTGk0goncvbJ1idXxfQ6Y7Rv3%2FJHXE4TiIwG1oHDQz4THR32ohqIl%2BHmbYSk%2FrK8hq%2B0yZ5Is0l1PJxeCRvMqVrUvDYTisrZcbZXCL4%2BqlopHU4Z0eVxKLENyeZNqAUtaX2NO9zJLO7O3NjmlPukCwj3aMEigQhVZrdLoAuG6Bbv9yR0rsYds5nw8cYQt0o1yuaEAdfKboA9K8f5OB67OzPsTHpbcPFjHQvGCnCCNYB61WMIWUt88GOrAB0r157EWIpLNyaOx2esw8eTz5mrRKFLK9EVMz1%2Bf8Zh6ZNR6zt8UARA%2B8EFcB3%2BFicJ2OTSEMDtpaBjimWTIX5jTKzzavbAry9bx6Djqn4l7ksALh82SL8Xe4guFbsr3YYBnQsHOn8hKoFc7P%2BZAIS968a2A%2B%2F5RF0xc10iD%2FmbAawWtio5MoqWSKPjqAFKeYQxfa%2BEJIO%2FwvA7%2FcMj%2FcbsuSAMLum610tyR1cqkvkUA%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260426T091133Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Credential=ASIAUCQHWDI2L5DTEYSZ%2F20260426%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f6522da4ea382e2f163b3ca45ca16a5bcdf645037a166985f6e5443985b8220e https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:12:23.726047,2026-04-26 09:12:23.726047
0775baa8-e0ac-488b-bdc6-b07aef6b8897,Notice of Loan Fund Availability for Community Centers Energy Efficiency Retrofits for the State Energy Program: Infrastructure and Jobs Act Energy Efficiency Revolving Loan Fund Program,Comptroller Of Public Accounts - 304,"TheTexas Comptroller of Public Accounts (“Comptroller”), on behalf of its StateEnergy Conservation Office (“SECO”), issues this Notice of Loan FundAvailability No. BE-G30-2025 (“NOLFA”)to solicit applications from eligible taxpayer-supported, publicly ownedcommunity centers for reimbursable loans to complete energy efficiency retrofitprojects.
Contact: Joseph Madden (contracts@cpa.texas.gov)
Keywords: Community Center, Energy Efficiency, loan, mental health services",Government - City Government - County Hospital - Public/Private Law Enforcement School - K-12 Public; Matching: No,"$16,000,000.00",2026-12-18 00:00:00,Infrastructure - Other - Energy Technical Assistance,Texas,Texas ESBD Grants,https://www.txsmartbuy.gov/esbd-grants/304-BE-G30-2025,304-BE-G30-2025,grant,2025-12-08 00:00:00,https://www.txsmartbuy.gov/core/media/media.nl?id=32374708&c=852252&h=ZmQ1Rf_YKd-cMauppn31yqlmqhPC32kH6Hnp6Ch_F68U06Ja&_xt=.doc https://www.txsmartbuy.gov/core/media/media.nl?id=32592479&c=852252&h=NOt_R9cIO69PQJkgbPa6knFAoxsMmjd_la5VDzxENvPYr60N&_xt=.doc https://www.txsmartbuy.gov/core/media/media.nl?id=32967836&c=852252&h=pqP7lpnlg1NuokzaL9jZmrywY_MLkrMdDwAO8HBRGAKL2RbN&_xt=.doc,2026-04-26 10:05:31.76602,2026-04-26 10:05:31.76602
089da4e1-3b05-40fd-8848-077cf2ef5da1,Disability and Rehabilitation Research Projects (DRRP) Program: Research on Resilience and Positive Mental Health Outcomes Among People with Spinal Cord Injury,Administration for Community Living,"Under this particular DRRP priority, the grantee must conduct research toward resilience and positive mental health outcomes among people with spinal cord injury. This grant will have a 36-month project period, with three 12-month budget periods.","State governments
For profit organizations other than small businesses
Nonprofits that do not have a 501(c)(3) status with the IRS, other than institutions of higher education
City or township governments
Nonprofits having a 501(c)(3) status with the IRS, other than institutions of higher education
Native American tribal governments (Federally recognized)
County governments
Private institutions of higher education
Special district governments
Public and State controlled institutions of higher education
Others (see text field entitled ""Additional Information on Eligibility"" for clarification)
Small businesses
Native American tribal organizations (other than Federally recognized tribal governments)
States; public or private agencies, including for-profit agencies; public or private organizations, including for-profit organizations; IHEs; and Indian tribes and tribal organizations. Foreign entities are not eligible to compete for, or receive, awards made under this announcement. Faith-based and community organizations that meet the eligibility requirements are eligible to receive awards under this funding opportunity announcement.","$700,000",2026-06-24 00:00:00,Discretionary,United States,Grants.gov,https://www.grants.gov/search-results-detail/362021,HHS-2026-ACL-NIDILRR-DPHF-0225,grant,2026-04-22 00:00:00,,2026-04-26 08:11:09.279375,2026-04-26 08:11:09.279375
092200cf-660e-4145-8981-a82f2d780d74,Department of Transportation – Active Transportation Program,Transportation Department,"The Minnesota Department of Transportation’s Active Transportation Program helps communities plan, build infrastructure, and encourage people to walk and bicycle where they live, work, and play.",,,,Infrastructure,Minnesota,Minnesota Grants,https://www.dot.state.mn.us/active-transportation-program/index.html,tcm:1093-524246,grant,2025-05-08 20:48:51.24387,,2026-04-26 09:08:45.512951,2026-04-26 09:08:45.512951
0b236082-d529-48e4-9543-647ce5b1d642,"Community Psychiatry Residency Training Initiative for New Residents Starting July 1, 2025",NJ DHS - DMHAS,Division: DMHAS; Type: RFI,in the National Resident Matching Program in prior years.  (Point Value: 30),"$400,000",2024-11-22 00:00:00,Education,New Jersey,New Jersey DHS,https://www.nj.gov/humanservices/notices/documents/rfprfi/RLI%20- Community Psychiatric Residence july 1 2025  8 22 2024 DK.pdf,,rfi,,https://www.nj.gov/humanservices/notices/documents/rfprfi/RLI%20- Community Psychiatric Residence july 1 2025  8 22 2024 DK.pdf,2026-04-26 09:26:34.440347,2026-04-26 09:26:34.440347
0b890326-b8d3-4d2d-af69-f9f3a449a451,JUS01-TRAID-2026,Justice Center Protect People,"The Technology-Related Assistance for Individuals with Disabilities (TRAID) Program, administered by the New York State Justice Center for the Protection of People with Special Needs, has the goal of promoting greater independence in the lives of people with disabilities by providing access to Assistive Technology (AT) devices that could improve an individual¿s everyday functional abilities in education, employment, and community living. TRAID serves individuals of all ages and disabilities across the state. Not-for-profit entities are invited to review the Request for Applications on the agency Procurement Opportunities website and consider applying to become a Regional TRAID Center (RTC) that will assess regional needs, work with community stakeholders, and purchase, maintain, and provide time and space for training and loan of a large inventory of AT devices to individuals with disabilities, their family members, service provider agencies, and other stakeholders.; Contact: Courtney Souza (jc.sm.contracts@justicecenter.ny.gov); Service Areas: Family Supports, Health Services; Questions Due: Wednesday, April 15, 2026; Status: Advertised Only - Not in SFS",Not-For-Profit,"$8,559,270.000",2026-05-01 18:00:00,Education,New York,NY Grants Gateway,https://www.justicecenter.ny.gov/procurement-opportunities,EVT0000001,grant,2026-04-01 10:04:00,https://www.justicecenter.ny.gov/procurement-opportunities,2026-04-26 09:35:01.041772,2026-04-26 09:35:01.041772
0ccf0408-2f5e-4dce-a553-61664ebaba39,Horseshoe Downs Road Service Area Maintenance,Alaska DCRA - FAIRBANKS NORTH STAR BOROUGH,"Recipient: FAIRBANKS NORTH STAR BOROUGH; Type: Legislative; Status: Active; Administrator: Tracie McMillan; Remaining: $895,987.89 of $1,000,000.00","Legislative grant — eligible Alaska municipalities, nonprofits, and community organizations as designated by the Legislature","$1,000,000.00",2029-06-30 08:00:00,General,Alaska - Fairbanks North Star Borough,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC031,25DC031,grant,2024-07-01 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC031,2026-04-26 08:16:20.470852,2026-04-26 08:16:20.470852
0e0658f5-6880-4589-9d3a-2d07bdbb6fe5,"Major Procurement PERSONNEL SERVICES NON-IT You are invited to submit a proposal, in accordance with thi...",Mississippi - MPTAP - ​*See attachment for details,RFx #: 3170035603. Status: Open.,,,2026-05-08 00:00:00,General,Mississippi,Mississippi DFA Bids,https://www.ms.gov/dfa/contract_bid_search/Bid/Details/45156?AppId=1,1483-20260410095902 Franklin,bid,2026-04-24 00:00:00,https://SRM.MAGIC.MS.GOV:443/SAP/EBP/DOCSERVER/1483%2D20260410095902%20FRANKLIN.PDF?PHIOGET&KPID=0200060000111FE19082EE4C46CF79F1&KPCLASS=BBP_P_DOC&SAP-CLIENT=100,2026-04-26 09:10:43.873476,2026-04-26 09:10:43.873476
0f085d56-0b40-4ff1-9671-9e792f0e045d,MA Downtown Initiative (MDI) Grant,This competitive program increases downtown vitality through planning and capital implementation grants to municipalities.,"The Executive Office of Economic Development (EOED) is pleased to announce the MDI Capital Grant Program, through the FY27 Community One Stop for Growth .

The Massachusetts Downtown Initiative Capital Grant Program (“MDI Capital”) strengthens the economic and cultural vitality of the Commonwealth’s downtowns, village centers, and main streets by investing in vibrant, livable centers that attract residents, stimulate business activity, and promote equitable regional growth.

Building on the foundation of the original MDI Technical Assistance program, MDI Capital helps municipalities transform their downtowns into thriving, walkable, and inclusive destinations.

Through a combination of design and implementation grants, the program advances both local and statewide economic development priorities by reducing vacancies, increasing pedestrian activity, and fostering resilient, business-friendly districts that enhance quality of life and reinforce Massachusetts’ reputation as an exceptional place to live, work, and invest.

MDI Capital funds the following project types:

NOTE: These Guidelines are subject to final capital program design approval and appropriation and will be updated to reflect any revisions upon finalization.","See linked grant program page for specific eligibility criteria; most Community Grant Finder programs target Massachusetts municipalities, non-profits, or eligible entities.",Amount varies — see grant program page,2026-06-03 00:00:00,General,Massachusetts,Massachusetts Community Grant Finder,https://www.mass.gov/info-details/massachusetts-downtown-initiative-capital-program,massachusetts-downtown-initiative-capital-program,grant,,,2026-04-26 08:55:20.234848,2026-04-26 08:55:20.234848
0f94b36b-31f3-46d0-87f1-5b839fdaaab7,A Holistic Approach to Study Non-Addictive Natural Products for Pain Management,National Institutes of Health,"The National Center for Complementary and Integrative Health (NCCIH) intends to publish a Notice of Funding Opportunity (NOFO) to support collaborative interdisciplinary research that advances foundational understanding of non-addictive natural products for chronic pain management through a holistic, system-oriented approach. This initiative aligns with the NIH Helping to End Addiction Long-term (HEAL) Initiative by promoting safe, non-addictive, and prevention-oriented strategies for pain relief. Chronic pain affects tens of millions of adults in the United States, contributing to disability, diminished quality of life, and significant healthcare costs. Despite widespread public use of natural products, such as botanicals, dietary supplements, and other naturally derived compounds for pain relief, scientific evidence has not kept pace with demand. Existing research often focuses on single molecular targets or isolated pathways, which fail to capture the complex, multisystem actions of these products. The scope of natural products under this NOFO includes those commonly used by the public as well as those with emerging usage or therapeutic potential. Research is expected to take a holistic approach that examines how these products influence pain through coordinated biological pathways across the multiple organ systems, such as digestive, immune, vascular, musculoskeletal, lymphatic, metabolic/adipose tissues, and nervous system. Studies should also explore dose optimization based on the principle of hormesis, where low doses may elicit beneficial or adaptive effects while higher doses could be ineffective or harmful. In addition, investigators are encouraged to identify optimal intervention timing that aligns with the dynamic phases of pain and inflammation, thereby maximizing therapeutic outcomes and supporting physiological recovery. This program emphasizes rigorous mechanistic studies that generate foundational insights to inform future translational research and guide the development of safe, evidence-based, non-addictive strategies for pain management.","Private institutions of higher education
Nonprofits having a 501(c)(3) status with the IRS, other than institutions of higher education
City or township governments
Others (see text field entitled ""Additional Information on Eligibility"" for clarification)
County governments
Public housing authorities/Indian housing authorities
Public and State controlled institutions of higher education
Native American tribal governments (Federally recognized)
Independent school districts
State governments
For profit organizations other than small businesses
Small businesses
Native American tribal organizations (other than Federally recognized tribal governments)
Nonprofits that do not have a 501(c)(3) status with the IRS, other than institutions of higher education
Special district governments
Other Eligible ApplicantsIndian/Native American Tribal Governments (Other than Federally Recognized);Eligible Agencies of the Federal Government;U.S. Territory or Possession;Faith-based or Community-based Organizations;Regional Organizations;Non-domestic (non-U.S.) Entities (Foreign Institutions).",,2027-05-25 00:00:00,Discretionary,United States,Grants.gov,https://www.grants.gov/search-results-detail/362025,PAR-28-009,grant,2026-04-22 00:00:00,,2026-04-26 08:11:23.243517,2026-04-26 08:11:23.243517
0fdac804-29ea-4544-9a06-4fc8004e40ce,Designated Screening Services,NJ DHS - DMHAS,Division: DMHAS; Type: RFP,"of its pri ncipals.  Each participant may, but is not required to, check the List of Parties Excluded 
from Federal Procurement and Non- Procurement Programs.","$2,336,433",,General,New Jersey,New Jersey DHS,https://www.nj.gov/humanservices/notices/documents/rfprfi/Designated%20Screening Services RFP (final).pdf,,rfp,,https://www.nj.gov/humanservices/notices/documents/rfprfi/Designated%20Screening Services RFP (final).pdf https://www.nj.gov/humanservices/notices/documents/rfprfi/QA%20- Designated Screening Services- responses 8.25.25.pdf,2026-04-26 09:25:26.980342,2026-04-26 09:25:26.980342
